NAME OF CHURCH,CITY,COUNTY,STATE,"CITY, COUNTY, STATE",SOURCE,ASSOCIATION,YEAR,PASTOR,CLERK,# OF MEMBERS,POST OFFICE,YEAR ORGANIZED,DELEGATES,DELEGATES,DELEGATES,DELEGATES
Holly Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Baskerville, J. L.","Boyd, J. W.",81,Joyceville,,,,,
Mt. Ellis,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1902,BCBA,1902,"Jordan, H. (D. D.)","Baily, L.",356,Keysville,,,,,
Union Baptist,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1902,BCBA,1902,"Clark, W.","Almond, W. H.",45,Keysville,,,,,
Shiloh,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1902,BCBA,1902,"Johnson, H.","Seymore, F. J.",132,Duprees,,,,,
Organ Hill,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1902,BCBA,1902,"Daniel, Edward","Taylor, C. H.",110,Drake's Branch,,,,,
Galilee,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1902,BCBA,1902,"Clark, W.","Coleman, George L",38,Randolph,,,,,
Morrison Grove,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1902,BCBA,1902,"Hall, F. L.","Morton, Wm. P.",308,Charlotte C. H.,,,,,
I. B. Wylesburg,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1902,BCBA,1902,"Wilson, L. N.","Jeffress, J. R.",60,Wylesburg,,,,,
Rocky Branch,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1902,BCBA,1902,"Daniel, E.","Lee, Pinkie",27,Formosa,,,,,
St. Michael,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1902,BCBA,1902,"Hall, F. L.","Keyton, A. H.",120,Drake's Branch,,,,,
Piney Grove,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1902,BCBA,1902,"Edmunds, Jas.","Edmonds, Miss Nicy",118,Randolph,,,,,
Salem,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1902,BCBA,1902,"Daly, T. B.","Womack, Wm.",593,Red Oak,,,,,
Beautiful Plain,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1902,BCBA,1902,"Almond, J. W. T.","Holcombe, T. W.",184,Charlotte C. H.,,,,,
Roanoke,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1902,BCBA,1902,,"Johnson, Thos.",57,Charlotte C. H.,,,,,
Forest,,PRINCE EDWARD,Virginia,Prince Edward,BCBA Minutes 1902,BCBA,1902,"Hall, F. L.","Gee, Elizabeth",356,Meherrin,,,,,
New Bethel,,PRINCE EDWARD,Virginia,Prince Edward,BCBA Minutes 1902,BCBA,1902,"Anderson, P. E.","Booker, George",116,Briery,,,,,
Tussekiah,,LUNENBURG,Virginia,Lunenburg,BCBA Minutes 1902,BCBA,1902,"Sallie, W. H.","Beverley, R. L.",100,"Lunenburg, C. H.",,,,,
Mt. Mitchell,,LUNENBURG,Virginia,Lunenburg,BCBA Minutes 1902,BCBA,1902,"Johnson, N. C.","Tompkins, L. T.",224,Fort Mitchell,,,,,
Union Level,,RICHMOND CITY,Virginia,Richmond City,BCBA Minutes 1902,BCBA,1902,"Jeffress, A. E.","Wallace, Webster",72,3822 Fifth Street,,,,,
Bethlehem,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Yancey, R. C.","Wilson, Willis",547,Chase City,,,,,
Beautiful Plains,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Wharton, G. D.","Wilkinson, Mary G.",120,Averett,,,,,
North View,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Wharton, G. D.","Whittle, H. L.",190,North View,,,,,
St. Matthew,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Daly, T. B.","Lee, Andrew",87,Jeffress,,,,,
Jerusalem,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Bagby, N. C.","Wartman, J. W.",79,South Hill,,,,,
Hayes Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Embanks, C. C.","Morse, Ned",83,Union Level,,,,,
New Liberty,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Ruffin, B. J.","Bowers, Wm.",420,Jeffress,,,,,
Mt. Pleasant,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Yancey, R. C.","Davis, Chas",100,"Tanny, Va",,,,,
Mt. Ararat,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Wilson, L. N.","Morson, R",110,Clarksville,,,,,
Lombardy Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Thorp, L. T.","Taylor, WIllie",134,South Hill,,,,,
Greenwood,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Yancey, R. C.","Gayle, C. J.",210,Inca,,,,,
Sharon,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Thorp, L. T.","Barnes, J. B.",219,Baskerville,,,,,
St. John,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Ruffin, B. J.","Burrell, Luther",301,Clarksville,,,,,
Mt. Olive,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Dabbs, W. H.","Young, Sarah",48,Clarksville,,,,,
St. Paul,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Yancey, R. C.","Goode, A. J.",250,Boydton,,,,,
St. Luke,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Jeffress, J. S.","Young, J. R.",61,Skipwith,,,,,
Shiloh,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Hayes, W. P.","Evans, H. C.",193,Inca,,,,,
Cedar Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Daly, T. B.","Field, A. G.",55,Jeffress,,,,,
Lone Oak,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Bagby, N. C.","Whittle, G. W.",150,Drappersville,,,,,
Amity,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Bagby, N. C.","Butterworth, S. J.",126,South Hill,,,,,
Bluestone,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Jeffress, J. F.","Powell, J. L.",326,Honford,,,,,
Mt. Zion,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Hayes, W. P.","Somerville, N. J.",148,Clarksville,,,,,
St. Level,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Wilson, L. N.","Carter, H. C.",96,Abbyville,,,,,
Cherry Hill,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Ruffin, B. J.","Pool, J. S.",325,Buffalo L. Springs,,,,,
Rocky Mount,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Ruffin, B. J.","Wright, Mrs. Jane",100,Skipwith,,,,,
St. Mark,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Jeffress, J. S.","Venable, Ella",60,Buffalo L. Springs,,,,,
St. Douglas,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Sallie, W. H.","Winkler, W. T.",65,Athens,,,,,
New Hope,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Bagby, N. C.","Bugg, Isaac",80,Phillis,,,,,
Holly Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Baskerville, J. L.","Boyd, Lue",49,Jonesville,,,,,
Williams Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1903,BCBA,1903,"Thomas, J. W.","Howard, Willie",38,Whitman,,,,,
Mt. Ellis,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1903,BCBA,1903,"Jordan, N.","Baily, L.",372,Keysville,,,,,
Union Baptist,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1903,BCBA,1903,"Clarke, W.","Hayes, W. H.",47,Keysville,,,,,
Shiloh,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1903,BCBA,1903,"Hayes, W. P.","Seymore, F. J.",135,Dapress,,,,,
Organ Hill,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1903,BCBA,1903,"Wharton, G. D.","Galimore, Daisy",114,Drake's Branch,,,,,
Galilee,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1903,BCBA,1903,"Clarke, W.","Coleman, George L",,Randolph,,,,,
Morrison Grove,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1903,BCBA,1903,"Hall, F. L.","Morton, Wm. P.",,Charlotte C. H.,,,,,
First Baptist Church,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1903,BCBA,1903,"Wilson, L. N.","Jeffress, Jas. R.",37,Finneywood,,,,,
Rocky Branch,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1903,BCBA,1903,"Daniel, E.","Lee, J. J.",30,Formosa,,,,,
St. Michael,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1903,BCBA,1903,"Hall, F. L.","Keyton, A. H.",128,Drake's Branch,,,,,
Piney Grove,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1903,BCBA,1903,"Jeffress, J. S.","Smith, Washington",106,Formosa,,,,,
Salem,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1903,BCBA,1903,"Daily, T. B.","Womack, Wm.",613,Red Oak,,,,,
Beautiful Plain,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1903,BCBA,1903,"Almond, J. W T.","Holcumb, T. W.",182,Charlotte C. H.,,,,,
Roanoke,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1903,BCBA,1903,,"Johnson, Thos.",,Charlotte C. H.,,,,,
Forest,,PRINCE EDWARD,Virginia,Prince Edward,BCBA Minutes 1903,BCBA,1903,"Hall, F. L.","Gee, Elizabeth",369,Meherrin,,,,,
New Bethel,,PRINCE EDWARD,Virginia,Prince Edward,BCBA Minutes 1903,BCBA,1903,"Anderson, P. E.","Booker, George",82,Briery,,,,,
Tussekiah,,LUNENBURG,Virginia,Lunenburg,BCBA Minutes 1903,BCBA,1903,"Sallie, W. H.","Gee, C. W.",80,Fort Mitchell,,,,,
Mt. Mitchell,,LUNENBURG,Virginia,Lunenburg,BCBA Minutes 1903,BCBA,1903,"Johnson, N. C.","Hankins, L. T.",230,Lunenburg C. H.,,,,,
Union Level,,RICHMOND CITY,Virginia,Richmond City,BCBA Minutes 1903,BCBA,1903,"Jeffress, A. E.","Hall, Webster",100,907 Graham St,,,,,
Bethlehem,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Yancey, R. C.","Wilson, Willis",548,Chase City,,,,,
Mt. Olive,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Sanfort, Martain","Young, Miss Sarah",38,Clarksville,,,,,
St. Luke,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Jeffress, J. S.","Young, J. R.",37,Skipwith,,,,,
Rocky Mount,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Ruffin, B. J.","Wirght, Mrs. Jane",105,Skipwith,,,,,
Bluestone,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Jeffress, J. S.","Powell, J. L.",362,Hanford,,,,,
St. Douglass,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Sallie, W. H.","Winker, Willie",53,Antlers,,,,,
Lombardy Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Thorpe, L. T.","Taylor, W. J.",148,South Hill,,,,,
Shiloh,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Eubanks, C. C.","Evans, H. C.",195,Inca,,,,,
St. Mark,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Jeffress, J. S.","Graphenread, J. D.",67,Buffalo L. Springs,,,,,
Cedar Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Daily, T. B.","Field, A. G.",38,Jeffress,,,,,
Lone Oak,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Bagby, N. C.","Whittle, G. W.",100,Drapersville,,,,,
New Hope,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Bagby, N. C.","Bugg, Isaac",100,Phillis,,,,,
Amity,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Bagby, N. C.","Butterworth, S. J.",124,South Hill,,,,,
Greenwood,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Yancey, R. C.","Gayle, Bessie B.",105,Inca,,,,,
Cherry Hill,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Ruffin, B. J.","Poole, J. S.",300,Buffalo L. Springs,,,,,
Mt. Pleasant,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Sallie, W. H.","Davis, Charles",102,"Tanny, Va",,,,,
St. Level,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Wilson, L. N.","Carter, H. C.",103,Abbyville,,,,,
Mt. Zion,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Hayes, W. P.","Wood, Mrs. Rosa L.",218,Clarksville,,,,,
Beautiful Plains,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Wharton, G. D.","Wilkinson, Mary G.",126,Averett,,,,,
New Liberty,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Ruffin, B. J.","Bowers, W. M.",465,Jeffress,,,,,
St. John,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Ruffin, B. J.","Burrell, L.",303,Clarksville,,,,,
Mt. Ararat,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Wilson, L. N.","Morrison, R.",105,Clarksville,,,,,
St. Paul,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Yancey, R. C.","Goode, A. J.",266,Boydton,,,,,
Holly Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Baskerville, J. L.","Boyd, Lue",58,Joyceville,,,,,
St. Matthew,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Daily, T. B.","Lee, Tommie",87,Jeffress,,,,,
North View,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Wharton, G. D.","Whittle, H. L.",190,North View,,,,,
Hayes Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Eubanks, C. C.","Jones, J. H.",106,Union Level,,,,,
Sharon,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Thorp, L. T.","Barnes, J. B.",215,Baskerville,,,,,
Jerusalem,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Bagby, N. C.","Wartman, J. W.",83,South Hill,,,,,
Mt. Ellis,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1904,BCBA,1904,"Jordan, N.","Baily, L.",390,Keysville,,,,,
Beautiful Plains,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1904,BCBA,1904,"Almond, J. W. T.","Hamlet, J. R.",190,Charlotte C. H.,,,,,
Salem,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1904,BCBA,1904,"Daily, T. B.","Warmac, Wm.",619,Red Oak,,,,,
Piney Grove,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1904,BCBA,1904,"Jeffress, J. S.","Smith, Washington",64,Formosa,,,,,
Rocky Branch,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1904,BCBA,1904,"Daily, T. B.","Lee, J. J.",31,Formosa,,,,,
St. Douglass,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1904,BCBA,1904,"Cary, A. J.","Cary, Anna B.",26,Charlotte C. H.,,,,,
Morrison Grove,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1904,BCBA,1904,"Hall, F. L.","Jones, Dabney",300,Charlotte C. H.,,,,,
Organ Hill,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1904,BCBA,1904,"Wharton, G. D.","Harris, Sam.",130,Drake's Branch,,,,,
1st Bp't. Wyl'g,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1904,BCBA,1904,"Wilson, L. N.","Jeffress, Jas. R.",42,Finneywood,,,,,
U. B. Keysville,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1904,BCBA,1904,"Clark, Whitfield","Hayes, W. H.",43,Keysville,,,,,
Shiloh,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1904,BCBA,1904,"Hayes, W. P.","Seymore, F. J.",135,Duprees,,,,,
St. Michael,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1904,BCBA,1904,"Hall, F. L.","Keyton, A. H.",148,Drake's Branch,,,,,
New Bethel,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1904,BCBA,1904,"Anderson, P. E.","Booker, George",85,Briery,,,,,
Forest,,PRINCE EDWARD,Virginia,Prince Edward,BCBA Minutes 1904,BCBA,1904,"Hall, F. L.","Doswell, John B.",376,Meherrin,,,,,
Mt. Mitchell,,LUNENBURG,Virginia,Lunenburg,BCBA Minutes 1904,BCBA,1904,"Johnson, N. C.","Knott, C. H.",2,Ft. Mitchell,,,,,
Tussekiah,,LUNENBURG,Virginia,Lunenburg,BCBA Minutes 1904,BCBA,1904,"Sallie, W. H.","Gee, C. W.",87,"Lunenburg, C. H.",,,,,
Union Level,,RICHMOND CITY,Virginia,Richmond City,BCBA Minutes 1904,BCBA,1904,"Jeffress, A. E.","Joyce, G. W. (522)",1,Nicholson St.,,,,,
Williams Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1904,BCBA,1904,"Thomas, J. W.","Howard, Willie",,Whitman,,,,,
Roanoke,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1904,BCBA,1904,,"Johnson, Thos.",,Charlotte C. H.,,,,,
